"identifier","alternative_identifiers","country","continent","region","culture","epoch","group","comment","latitude","longitude","sex","site","site_detail","mt_hg","ychr_hg","year_from","year_to","date_detail","bp","c14_lab_code","reference_names","reference_links","reference_data_links","c14_sample_tag","c14_layer_tag","avg_coverage","sequence_source","ychr_snps"
"Kenezlo-Fazekaszug2/1031","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.19816,21.52948,"F","Kenezlo-Fazekaszug","","T1a1","",900,1000,"10th century AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","0","1",64.0,"bam",""
"Kenezlo-Fazekaszug2/1041","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.19816,21.52948,"F","Kenezlo-Fazekaszug","","N1a1a1a1a","",900,1000,"10th century AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","0","1",142.0,"bam",""
"Kenezlo-Fazekaszug2/1042","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.19816,21.52948,"M","Kenezlo-Fazekaszug","","H7","",900,1000,"10th century AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","0","1",62.0,"bam",""
"Kenezlo-Fazekaszug2/1044","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.19816,21.52948,"M","Kenezlo-Fazekaszug","","U5a1i","",900,1000,"10th century AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","0","1",212.0,"bam",""
"Kenezlo-Fazekaszug2/1045","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.19816,21.52948,"M","Kenezlo-Fazekaszug","","N1a1a1a1a","",900,1000,"10th century AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","0","1",164.0,"bam",""
"Kenezlo-Fazekaszug2/10936","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.19816,21.52948,"F","Kenezlo-Fazekaszug","","C4b","",900,1000,"10th century AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","0","1",107.0,"bam",""
"KER_1","SAMEA104354397","Ukraine","Europe","eastern Europe","Ostrogothic","Middle Ages","MAUk","",45.350744,36.468426,"M","Kerch, Crimea","burial chamber at Pantikapaion’s Mithridates hill","HV9a","",256,401,"256 – 401 cal AD (1709 ± 23 years)","1709±23","","Veeramah et al. 2018","https://doi.org/10.1073/pnas.1719880115","https://www.ebi.ac.uk/ena/data/view/SAMEA104354379","0","1",123.39,"bam",""
"Kivisaare","","Estonia","Europe","Baltic","Narva","Neolithic","NEBL","",58.435833,26.086944,"U","Meleski, Viljandy county","","U5a2d","",-4411,-4286,"6361–6236 calBP","5450±40","Poz-10840","Saag et al. 2017","https://doi.org/10.1016/j.cub.2017.06.022","https://www.ebi.ac.uk/ena/data/view/PRJEB21037","1","0",5.66,"<NA>",""
"Kivisaare3","","Estonia","Europe","Baltic","Narva","Neolithic","NEBL","Eastern Middle Neolithic",58.272,26.052,"M","Kivisaare, Estonia","double burial,Kivisaare III","U4a1","",-4730,-4540,"4730–4540 calBCE","5796±37","UBA-25993","Mittnik et al. 2018","https://doi.org/10.1038/s41467-018-02825-9","https://www.ncbi.nlm.nih.gov/nuccore/MG428999.1","1","0",0.18600000000000003,"fasta",""
"Kivutkalns153","","Latvia","Europe","Baltic","Late Bronze Age","Bronze Age","BABL","",56.852,24.272,"M","Kivutkalns, Latvia","grave 153","U5a1a1","R1b1a2",-800,-545,"800–545 calBCE","2542±29","Hela-3744","Mittnik et al. 2018","https://doi.org/10.1038/s41467-018-02825-9","https://www.ncbi.nlm.nih.gov/nuccore/MG428999.1","1","0",0.33399999999999996,"fasta",""
"Kivutkalns164","","Latvia","Europe","Baltic","Late Bronze Age","Bronze Age","BABL","",56.852,24.272,"M","Kivutkalns, Latvia","grave 153","U5a2a1","R1a1",-730,-390,"730–390 calBCE","2385±30","Hela-3739","Mittnik et al. 2018","https://doi.org/10.1038/s41467-018-02825-9","https://www.ncbi.nlm.nih.gov/nuccore/MG428999.1","1","0",0.09300000000000001,"fasta",""
"Kivutkalns19","","Latvia","Europe","Baltic","Late Bronze Age","Bronze Age","BABL","",56.852,24.272,"M","Kivutkalns, Latvia","grave 153","H10a","R1a1a1b",-730,-400,"730–400 calBCE","2403±24","Hela-3746","Mittnik et al. 2018","https://doi.org/10.1038/s41467-018-02825-9","https://www.ncbi.nlm.nih.gov/nuccore/MG428999.1","1","0",5.76,"fasta",""
"Kivutkalns194","","Latvia","Europe","Baltic","Late Bronze Age","Bronze Age","BABL","",56.852,24.272,"M","Kivutkalns, Latvia","grave 153","T1a1b","R1a1a",-800,-545,"800–545 calBCE","2298±28","Hela-3737","Mittnik et al. 2018","https://doi.org/10.1038/s41467-018-02825-9","https://www.ncbi.nlm.nih.gov/nuccore/MG428999.1","1","0",0.152,"fasta",""
"Kivutkalns207","","Latvia","Europe","Baltic","Late Bronze Age","Bronze Age","BABL","",56.852,24.272,"F","Kivutkalns, Latvia","grave 153","H1b2","",-730,-390,"730–390 calBCE","2511±30","Hela-3743","Mittnik et al. 2018","https://doi.org/10.1038/s41467-018-02825-9","https://www.ncbi.nlm.nih.gov/nuccore/MG428999.1","1","0",7.212000000000001,"fasta",""
"Kivutkalns209","","Latvia","Europe","Baltic","Late Bronze Age","Bronze Age","BABL","",56.852,24.272,"M","Kivutkalns, Latvia","grave 153","J1b1a1","R1a1a",-450,-230,"405–230 calBCE","2497±30 and 2556±30","Hela-3741, 3742","Mittnik et al. 2018","https://doi.org/10.1038/s41467-018-02825-9","https://www.ncbi.nlm.nih.gov/nuccore/MG428999.1","1","0",2.24,"fasta",""
"Kivutkalns215","","Latvia","Europe","Baltic","Late Bronze Age","Bronze Age","BABL","",56.852,24.272,"F","Kivutkalns, Latvia","grave 153","H1c","",-790,-535,"790–535 calBCE","2462±27","Hela-3745","Mittnik et al. 2018","https://doi.org/10.1038/s41467-018-02825-9","https://www.ncbi.nlm.nih.gov/nuccore/MG428999.1","1","0",2.735,"fasta",""
"Kivutkalns222","","Latvia","Europe","Baltic","Late Bronze Age","Bronze Age","BABL","",56.852,24.272,"M","Kivutkalns, Latvia","grave 153","U5a1c1","R1a1",-805,-515,"805–515 calBCE","2423±26","Hela-3736","Mittnik et al. 2018","https://doi.org/10.1038/s41467-018-02825-9","https://www.ncbi.nlm.nih.gov/nuccore/MG428999.1","1","0",1.278,"fasta",""
"Kivutkalns25","","Latvia","Europe","Baltic","Late Bronze Age","Bronze Age","BABL","",56.852,24.272,"M","Kivutkalns, Latvia","grave 153","H28a","R1a1a1b",-800,-545,"800–545 calBCE","2545±30","Hela-3738","Mittnik et al. 2018","https://doi.org/10.1038/s41467-018-02825-9","https://www.ncbi.nlm.nih.gov/nuccore/MG428999.1","1","0",1.569,"fasta",""
"Kivutkalns42","","Latvia","Europe","Baltic","Late Bronze Age","Bronze Age","BABL","",56.852,24.272,"F","Kivutkalns, Latvia","grave 153","H1b1","",-810,-560,"810–560 calBCE","2573±30","Hela-3740","Mittnik et al. 2018","https://doi.org/10.1038/s41467-018-02825-9","https://www.ncbi.nlm.nih.gov/nuccore/MG428999.1","1","0",1.102,"fasta",""
"KK1","Kotias,KotiasKlde","Georgia","Asia","Caucasus","Hunter-Gatherer","Mesolithic","HGE","",42.28,43.28,"M","Kotias Klde","","H13c","J2a",-7940,-7600,"7940-7600 calBCE [7938-7580 calBCE (8665±65 BP, RTT-5246), 7946-7612 calBCE (8745±40, OxA-28256)]","8665±65","RTT-5246","Jones et al. 2015","https://dx.doi.org/10.1038/ncomms9912","https://www.ebi.ac.uk/ena/data/view/PRJEB11364","1","0",0.0,"bam","J2a:L152:22243566C->T,J2a:L212:22711465T->C,J2a:L559:21674327A->G,J2a:M410:2751678A->G,J2:L228:7771358C->T,J2:M172:14969634T->G,J:CTS687:6953311A->T,J:CTS852:7048870G->A,J:CTS1033:7163234A->G,J:CTS1250:7296343G->T,J:CTS2769:14476551T->A,J:CTS3732:15138096A->G,J:CTS3936:15277466G->A,J:CTS4204:15476324G->A,J:CTS5280:16180103A->G,J:CTS5628:16401405C->G,J:CTS5678:16427564A->T,J:CTS7028:17246058T->C,J:CTS7229:17367321C->A,J:CTS9877:19117262A->G,J:CTS10446:19460042G->C,J:CTS10858:22808236G->A,J:CTS11571:23163701C->A,J:CTS11750:23250894C->T,J:CTS11765:23255729A->T,J:CTS11787:23273016G->A,J:CTS12047:23443976A->Ghet,J:F1167:8393499G->A,J:F1181:8418927G->C,J:F1826:14705645G->A,J:F2114:16262942G->A,J:F2116:16268345C->G,J:F2174:16475682C->T,J:F2502:17495914G->A,J:F2746:18257026G->A,J:F2817:18695159C->T,J:F2839:18773505C->T,J:F3119:21097847C->T,J:F3176:21329083T->C,J:F3358:22785217G->A,J:FGC1599:21923739A->T,J:L60:14237131C->T,J:L778:23088142T->C,J:M304:22749853A->C,J:P209:19179335T->C,J:PF4505:7065239T->C,J:PF4513:7759610C->T,J:PF4519:8669451C->G,J:PF4524:10009851G->Ahet,J:PF4530:13597365C->T,J:PF4575:18410799A->G,J:PF4594:21495992C->A,J:PF4595:21858778C->A,J:YSC0000228:22172960G->T,J:Z7829:22465433G->C,J:CTS4349:15602183G->A,J:CTS5934:16562707C->T,J:CTS7483:17502703T->A,J:CTS8974:18588650A->G,J:F1744:14264859G->A,J:F2769:18552360G->C,J:F2973:19194316C->T,J:FGC1604:10038100G->A,J:FGC3271:10038717G->A,J:PF4521:9815201T->C,J:PF4567:17605948A->C,J:PF4591:21281892C->A,J:PF4598:22118776A->G,J:PF4619:23251880A->C,J:CTS7832:17693210A->G,J:CTS11291:23058442G->T,J:F3138:21148350G->A,J:CTS5545.1:16352755C->T,J:CTS6958:17210893G->A,J:CTS8938:18567169T->G,J:F1168:8393849G->A,J:PF4515:8308114G->A,J:PF4602:22246347T->A,J:CTS1068:7180976G->A,J:CTS2042:14162442T->A,J:CTS3872:15237163G->A,J:CTS4356:15607864T->A,J:CTS4937:15913787A->C,J:CTS5691:16434671C->T,J:CTS7565:17540740C->T,J:CTS7738:17637446T->Chet,J:CTS11211:23015968C->A,J:CTS12683:28669310C->G,J:CTS12887:28738577A->G,J:F1381:8687145G->T,J:F1973:15581303G->A,J:F2390:17136854T->Chet,J:F2707:18084124T->A,J:F3074:19508788G->A,J:F3347:22708656C->T,J:F4072:7292720T->C,J:FGC1601:5989356G->T,J:FGC1607:5067300G->A,J:PF4497:5111259A->G,J:PF4506:7126936G->T,J:PF4511:7517252G->T,J:PF4528:13247984G->T,J:PF4529:13431601G->T,J:PF4532:13627154C->T,J:PF4533:13943183G->C,J:PF4535:14084606G->T,J:PF4572:17996247A->Ghet,J:PF4593:21350830G->A,J:PF4596:21944571T->Chet,J:PF4622:23538307C->G,J:S19861:17534388T->A,J:Z7818:13481356G->Chet,J:Z16989:28470602A->C"
"Klei10","Klei10.SG","Greece","Europe","southern Europe","Northern_Greece_Final_N","Neolithic","NEGr","",40.43,21.86,"M","Kletios","","K1a2","G2a2a1a2",-4230,-3995,"4230-3995 calBCE  (5559±22 BP, MAMS-23038)","5559±22","MAMS-23038","Hofmanova et al. 2016","https://doi.org/10.1073/pnas.1523951113","https://www.ncbi.nlm.nih.gov/nuccore/KU171094","1","0",0.0,"bam","G2a:F3088:20813445G->A,G2a:L31:14028148C->A,G2a:M3393:21493984G->T,G2a:M3408:22109159G->C,G2a:P15:23244026C->T,G2a:PF3141:23973594T->G,G2:CTS1900:14116322T->A,G2:CTS7662:17597715C->T,G2:F1239:8482393C->T,G2:F1393:8719593G->A,G2:F3070:19493301A->G,G2:F3198:21401188G->T,G2:F3536:23768744C->T,G2:M3446:6685638A->C,G2:M3579:21147058A->G,G2:P287:22072097G->T,G:CTS34:2681740G->A,G:CTS175:2785630A->T,G:CTS692:6955839A->G,G:CTS2271:14243137C->T,G:CTS2506:14333087C->A,G:CTS4761:15802681C->T,G:CTS4887:15888550C->T,G:CTS5699:16439267G->A,G:CTS6957:17210745C->T,G:CTS7092:17281783G->A,G:CTS7269:17393643T->C,G:CTS7674:17610571G->A,G:CTS8023:17798903T->C,G:CTS8531:18070349G->C,G:CTS9011:18615020A->T,G:CTS9593:18979775T->A,G:CTS10026:19215139A->T,G:CTS10723:22730922C->G,G:CTS10945:22848965A->G,G:CTS11228:23023554C->A,G:CTS13035:28783924C->A,G:F1131:8240725C->T,G:F1383:8700380C->T,G:F2076:16185081A->G,G:F2906:18957208C->T,G:L382:14469411C->A,G:L770:2863466A->T,G:L837:17853245A->G,G:M3258:7992031T->C,G:M3432:23578115C->G,G:M3472:7899682T->C,G:M3479:8231862G->C,G:M3482:8454233G->A,G:M3485:8563874C->T,G:M3486:8600158A->T,G:M3593:21648433C->G,G:M3597:21865624G->A,G:M3599:21939157G->A,G:M3604:22167631C->T,G:M3609:22651339C->T,G:M3628:23793740C->A,G:P257:14432928G->A,G:PF2920:13824120T->G,G:PF3045:20823823C->T,G:PF3134:15275200C->G,G:U21:15204710A->C,G:Z3262:13676268G->A,G:Z6325:13806058C->T,G2a:CTS5416:16262350C->T,G2a:CTS6314:16816772G->A,G2a:F2301:16861108G->A,G2a:Z3240:10060449A->G,G2:CTS4264:15528792T->C,G2:CTS4413:15635425T->C,G2:CTS4703:15776024C->T,G2:CTS6316:16817402C->T,G2:CTS9885:19119067C->T,G2:CTS11016:22899857A->G,G2:F1189:8427005A->G,G2:F1647:9907842G->T,G2:F2319:16903051A->T,G2:L156:17174741A->T,G2:M3488:8687693T->A,G2:PF2909:13205148A->G,G2:PF3119:23739606G->T,G2:Y380:28799209T->Chet,G:CTS373:6716150T->C,G:CTS995:7132348G->C,G:CTS2016.1:14155765G->A,G:CTS2120:14188094G->T,G:CTS2136:14195292A->G,G:CTS2517:14338503C->T,G:CTS4101:15397649A->G,G:CTS4523:15693336G->A,G:CTS4749:15797043A->G,G:CTS5317:16203361G->C,G:CTS5414:16261165C->T,G:CTS5504:16325291T->C,G:CTS6483:16929270C->T,G:CTS10721:22729194C->T,G:CTS11294:23059496G->A,G:CTS11907:23343857C->G,G:L154:8614138T->G,G:L402:15204708T->G,G:L836:16896148G->A,G:M201:15027529G->T,G:M3264:8318375G->T,G:M3470:7830068T->C,G:M3471:7840218C->A,G:M3580:21162869C->G,G:M3585:21412501G->A,G:M3588:21495813T->C,G:M3600:21954611G->A,G:Page94:2846401C->T,G:PF2956:14993358A->G,G:PF2958:15086183G->C,G:S1435:13658486C->G,G:U12:14639427A->C,G2a:CTS6026:16620480C->T,G2a:CTS6753:17090976C->T,G2a:F1980:15660640C->T,G2:CTS4242:15507383T->C,G2:CTS5666:16424034C->T,G:CTS1010:7143549C->T,G:CTS4479:15667235G->A,G:CTS5757:16469840A->G,G:CTS9707:19030998C->A,G:CTS12654:28658660G->T,G:M3477:8121059G->A,G:M3487:8602816G->C,G2a2a1a2:L91:21645555G->C,G2a2a1:PF3170:18090604G->A,G2a2a:PF3147:7738069G->A,G2a2a:PF3181:21808944C->A,G2a2a:PF3184:22576860C->T,G:CTS5837:16499780T->A,G2a2a1a2:PF3233:8895958T->C,G2a2a1:S11769:8648696C->T,G2a2a:PF3149:7943188A->G,G2a:F1975:15588776A->C,G2a2a1:FGC2268:22120867G->A,G2a2a1:S15710:14254785T->G,G2a2a:PF3150:8476569T->C,G2a2a:PF3151:9785736A->G,G2a:CTS1879:14108344G->A,G2a:CTS9318:18819146T->A,G2a:CTS11463:23122426G->A,G2:CTS11196:23005701T->A,G:CTS282:2871867A->G,G:CTS5658:16419934T->C,G:CTS6073:16651032G->A,G:CTS10393:19434150G->T,G:M3248:7565637G->A,G:M3257:7991847G->A,G:M3490:8742700A->G,G:PF2901:9523592C->A,G2a2a:PF3166:16735582T->G,G2:CTS1868:14103263G->A,G:CTS10280:19369881T->C,G:M3478:8219021A->G,G:CTS1259:7298419C->A,G:CTS2624:14393739T->C,G:M3583:21362016T->C,G2:CTS6692:17061729G->A,G2:PF2903:9886927G->T,G:CTS1750:14047798T->C,G:CTS4613:15735595A->T,G:CTS5498:16322695A->G,G:M3587:21469197A->T,G2a:CTS11627:23198546G->A,G2:M3581:21272579G->A,G2:PF2830:5949198C->G,G:CTS2126:14190812C->T,G:CTS10824:22792705G->T,G:U23:14423856G->A,G2a2a:PF3179:21394350C->G,G2a2a:PF6827:2830780A->G,G2a2a:Z6278:14114980G->A,G2a:PF3079:22211250A->G,G2:CTS4136:15421357G->Ahet,G:L1258:19431434T->A,G:M3598:21932686C->T,G:M3603:22163252G->T,G:M3514:14199646A->T,G:CTS189:2795691G->A,G2a2a1:PF3148:7816492G->A,G2a2a1:PF3171:18114133G->A,G2a2a:PF3180:21600446A->T,G2a2a:PF3176:21185138G->C,G:PF3123:24357567A->G,G2a2a:PF3167:16791005G->C,G2a:CTS211:2812741C->T,G2a2a:FGC2273:23552204A->G,G:CTS1437:7397510C->G,G2a2a1a2:Z6177:6917775A->G,G2a2a1:PF3163:15842960C->A,G2a2a:PF3172:18129746A->C,G2a:F3734:23475051T->C,G:CTS440:6752082A->G,G:F3359:22834341C->T,G:L269:14958218T->C,G2a2a1:Z6314:13645411G->A,G2a2a:FGC7741:4113159C->T,G2a2a:PF3186:23291704T->C,G2a2a:Z6280:14826210A->G,G2a:L149.1:8426380T->G,G2a:M3401:21760742C->T,G:CTS1574:13971403T->G,G:CTS1997:14149320C->Ghet,G:CTS6807:17119047A->G,G:CTS7929:17747521C->G,G:CTS9641:19010380G->Ahet,G:CTS11529:23151673T->Chet,G:CTS12040:23440799C->T,G:M3463:7537241G->A"
"KM1","poz141","Poland","Europe","central Europe","Lengyel","Neolithic","LDN","",50.261285,20.536066,"F","Kazimierza Mała, Little Poland","","U5b1b","",-4700,-3800,"4700-3800 BCE","","","Chyleński et al. 2017","https://doi.org/10.1186/s12862-017-0924-0","https://www.ncbi.nlm.nih.gov/popset/1162707264","0","0",0.0,"reconstructed",""
"KOL_1","","Russia","Asia","Pontic steppe","classic Scythian","Iron Age","IAPS","North Pontic region",51.616667,39.18333300000001,"U","Kolbino 1","","X4","",-300,-300,"300 BCE","","","Unterländer et al. 2017","https://doi.org/10.1038/ncomms14615","https://www.ebi.ac.uk/ena/data/view/PRJEB18686","0","1",0.0,"bam",""
"KOL_2","","Russia","Asia","Pontic steppe","classic Scythian","Iron Age","IAPS","North Pontic region",51.616667,39.18333300000001,"U","Kolbino 1","","H8c","",-300,-300,"300 BCE","","","Unterländer et al. 2017","https://doi.org/10.1038/ncomms14615","https://www.ebi.ac.uk/ena/data/view/PRJEB18686","0","1",0.0,"bam",""
"KOL_3","","Russia","Asia","Siberia","Early Sarmatian","Iron Age","IASI","Southern Ural",51.616667,39.18333300000001,"U","Kolbino 1","","U4","",-500,-200,"500-200 BCE","","","Unterländer et al. 2017","https://doi.org/10.1038/ncomms14615","https://www.ebi.ac.uk/ena/data/view/PRJEB18686","0","1",0.0,"bam",""
"KOL_5","","Russia","Asia","Siberia","Early Sarmatian","Iron Age","IASI","Southern Ural",51.616667,39.18333300000001,"U","Kolbino 1","","J1b1a","",-500,-200,"500-200 BCE","","","Unterländer et al. 2017","https://doi.org/10.1038/ncomms14615","https://www.ebi.ac.uk/ena/data/view/PRJEB18686","0","1",0.0,"bam",""
"Kostenki14","Kostenki14","Russia","Europe","Pontic steppe","Hunter-Gatherer","Mesolithic","HGE","",51.23,39.3,"M","Kostenki","","","C1b",-36730,-34310,"36730-34310 calBCE (33250±500 BP, OxA-X-2395-15)","33250±500","OxA-X-2395-15","Fu et al. 2016","https://dx.doi.org/10.1038/nature17993","https://www.ebi.ac.uk/ena/data/view/PRJEB13123","1","0",0.0,"<NA>","C1:CTS6773:17100606C->T,C:CTS2955:14587658T->C,C:CTS7301:17412198T->C,C:CTS10720:22726491C->T,C:F847:6879365C->T,C:F1029:7629098T->C,C:F1804:14603298C->T,C:F2678:18030738C->T,C:F3043:19411754G->A,C:F3395:23031841G->A,C:F3703:16409159C->A,C:Y1767:21186558A->G,C:Z3958:7869808C->T,C:Z3974:8585701A->G,C:Z3986:9076205C->T,C:Z4099:22168468A->G,C:Z4139:23388830T->A,C:Z18049.2:21532389G->T,C1:F3393:23023974C->A,C:CTS182:2790145C->G,C:CTS2599:14382516C->T,C:CTS3223:14755880C->T,C:CTS3910:15257003C->G,C:CTS4676:15762839A->G,C:CTS5958:16574499A->C,C:CTS7752:17648352C->A,C:CTS8769:18186596C->T,C:CTS9679:19022181A->C,C:CTS10534:19525421C->T,C:CTS11544:23158264C->G,C:CTS11820:23294948T->C,C:F1044:7671399A->G,C:F1241:8482631G->C,C:F1288:8537273G->A,C:F1367:8640245C->G,C:F1727:14206892C->T,C:F2253:16757900C->T,C:F2434:17270957A->C,C:F2449:17341195G->T,C:F2606:17820514C->T,C:F2869:18843140C->T,C:F2909:18964479C->T,C:F2969:19182853C->G,C:F3319:22575539A->G,C:F3537:23769373A->G,C:F3712:17957903T->C,C:F3719:22937380C->A,C:M130:2734854C->T,C:Y2798:13865051G->T,C:Y6691:15896404A->G,C:Z3977:8673832C->T,C:Z3983:8856026G->A,C:Z4004:13228027G->T,C:Z4014:13656195T->A,C:Z4073:21566042C->T,C:Z4082:21797986T->A,C:Z4083:21809035G->A,C:Z4091:21974190T->C,C:Z4093:21994261G->A,C:Z7177:8668533C->T,C:CTS2377:14281450G->A,C:CTS3151:14685840C->T,C:CTS7930:17748163T->C,C:CTS10083:19246276T->A,C:CTS10707:22714249G->A,C:CTS10782:22775162C->A,C:CTS12472:28588986G->T,C:F2305:16871809C->A,C:F2803:18663706C->G,C:IMS-JST029149:2803297C->T,C:P260:17286006A->C,C:Y4496:8127435A->G,C:Z3981:8822474C->A,C:CTS3221:14742373C->T,C:CTS6203:16726281G->A,C:CTS6893:17175773T->C,C:Z4096:22113838C->A,C:Z7144:7310355C->T,C:CTS10442:19457443A->G,C:F1871:14954047C->T,C:F2774:18572332T->C,C:F2858:18832816T->C,C:F3388:23020085A->T,C:P255:8685038G->A,C:V1234:7584247G->C,C:V1580:8041217G->C,C:CTS4032:15344716A->C,C:CTS10271:19361507G->A,C:CTS2550:14359235G->A,C:Z4059:21291275G->A,C1b:F1370:8643365G->C,C1:K29:6630453G->T,C1:K35:14075931G->C,C:CTS179:2789035G->A,C:CTS4686:15769171C->T,C:CTS4934:15909160C->T,C:CTS5151:16040014T->G,C:CTS5383:16242575G->A,C:CTS5813:16490115G->Ahet,C:CTS6266:16780809G->Ahet,C:CTS10165:19301681C->A,C:CTS11598:23185632A->Ghet,C:F909:7090393C->T,C:F1307:8560645A->Ghet,C:F1743:14263271G->A,C:F1865:14924643G->T,C:F1905:15060025T->C,C:F1911:15097043C->Thet,C:F2067:16035637A->C,C:F2258:16768835C->T,C:F2446:17328425C->T,C:F2485:17457010C->Thet,C:F2501:17495224A->T,C:F2791:18613753C->T,C:F2888:18890063C->Thet,C:F2897:18917306T->C,C:F3400:23067770A->G,C:F3462:23553006C->Thet,C:F3877:8746792G->A,C:M216:15437564C->T,C:V199:2772928C->A,C:Y1788:7303369C->T,C:Y2799:21875538T->Chet,C:Y4481:7947749C->T,C:Y6693:8143636G->A,C:Z4081:21792125G->A,C:Z4090:21950315G->Thet"
